"tract","Name","Household_Income_rP_gP_pall"
6037275102,"Culver City, CA",35738
6037533804,"Bell, CA",35691
6037201401,"Northeast Los Angeles, Los Angeles, CA",35685
6037273700,"Venice, Los Angeles, CA",35625
6037183820,"Northeast Los Angeles, Los Angeles, CA",35618
6037535802,"South Gate, CA",35605
6037192520,"Central LA, Los Angeles, CA",35587
6037531504,"East Los Angeles, CA",35579
6037534203,"South Montebello, Bell Gardens, CA",35538
6037531800,"South Montebello, East Los Angeles, CA",35513
6037533902,"South Montebello, Bell Gardens, CA",35511
6037533601,"Bell, CA",35509
6037211922,"Central LA, Los Angeles, CA",35508
6037272201,"Mar Vista, Los Angeles, CA",35470
6037291130,"Harbor, Gardena, CA",35429
6037191301,"East Hollywood, Los Angeles, CA",35388
6037215101,"Central LA, Los Angeles, CA",35385
6037533501,"Huntington Park, CA",35326
6037535502,"South Gate, CA",35318
6037532102,"South Montebello, Montebello, CA",35272
6037533805,"Bell, CA",35271
6037532400,"Vernon, CA",35269
6037603001,"Gardena, CA",35265
6037269906,"Palms, Los Angeles, CA",35255
6037208802,"Central LA, Los Angeles, CA",35244
6037533401,"Maywood, CA",35217
6037185203,"Northeast Los Angeles, Los Angeles, CA",35214
6037531603,"East Los Angeles, CA",35205
6037204300,"Boyle Heights, Los Angeles, CA",35202
6037201301,"Montecito Heights, Los Angeles, CA",35171
6037190100,"Central LA, Los Angeles, CA",35123
6037530302,"South Montebello, East Los Angeles, CA",35114
6037533107,"Huntington Park, CA",35077
6037602103,"Hawthorne, CA",35069
6037221220,"Central LA, Los Angeles, CA",35059
6037201110,"Northeast Los Angeles, Los Angeles, CA",35029
6037531502,"East Los Angeles, CA",35015
6037535607,"South Gate, CA",35008
6037208301,"Central LA, Los Angeles, CA",35007
6037533702,"Maywood, CA",34993
6037209520,"Central LA, Los Angeles, CA",34968
6037190202,"Central LA, Los Angeles, CA",34965
6037212410,"Central LA, Los Angeles, CA",34959
6037500600,"El Rancho, Pico Rivera, CA",34952
6037190510,"Central LA, Los Angeles, CA",34934
6037269905,"Palms, Los Angeles, CA",34919
6037536104,"South Gate, CA",34918
6037534804,"Huntington Park, CA",34912
6037185320,"Northeast Los Angeles, Los Angeles, CA",34907
6037532304,"South Montebello, Commerce, CA",34885
6037204600,"Boyle Heights, Los Angeles, CA",34869
6037183520,"Northeast Los Angeles, Los Angeles, CA",34868
6037213201,"Central LA, Los Angeles, CA",34830
6037533901,"South Montebello, Bell Gardens, CA",34813
6037190802,"Central LA, Los Angeles, CA",34806
6037602404,"Hawthorne, CA",34787
6037236000,"Baldwin Hills, Los Angeles, CA",34786
6037203710,"Boyle Heights, Los Angeles, CA",34779
6037533001,"South Los Angeles, Los Angeles, CA",34778
6037535803,"South Gate, CA",34768
6037204110,"Boyle Heights, Los Angeles, CA",34723
6037187200,"Echo Park, Los Angeles, CA",34717
6037183610,"Highland Park, Los Angeles, CA",34714
6037535804,"South Gate, CA",34697
6037212305,"Central LA, Los Angeles, CA",34681
6037224420,"South Los Angeles, Los Angeles, CA",34681
6037183701,"Highland Park, Los Angeles, CA",34673
6037601700,"Inglewood, CA",34670
6037533403,"Maywood, CA",34652
6037302505,"Adams Hill, Glendale, CA",34649
6037530802,"Los Angeles, CA",34638
6037221210,"Central LA, Los Angeles, CA",34629
6037190801,"Central LA, Los Angeles, CA",34603
6037533803,"Bell, CA",34577
6037602002,"Hawthorne, CA",34573
6037191110,"Central LA, Los Angeles, CA",34571
6037600912,"Inglewood, CA",34566
6037186401,"Northeast Los Angeles, Los Angeles, CA",34547
6037195710,"Los Angeles, CA",34517
6037216900,"Central LA, Los Angeles, CA",34503
6037191610,"Central LA, Los Angeles, CA",34471
6037540102,"Lynwood, CA",34433
6037601502,"Inglewood, CA",34432
6037532101,"South Montebello, Montebello, CA",34431
6037275500,"Culver City, CA",34410
6037530601,"Los Angeles, CA",34372
6037211910,"Central LA, Los Angeles, CA",34349
6037540501,"Lynwood, CA",34333
6037540101,"Lynwood, CA",34311
6037209510,"Central LA, Los Angeles, CA",34307
6037216700,"Central LA, Los Angeles, CA",34269
6037208402,"Central LA, Los Angeles, CA",34253
6037531701,"South Montebello, East Los Angeles, CA",34241
6037199110,"Montecito Heights, Los Angeles, CA",34235
6037191710,"Central LA, Los Angeles, CA",34195
6037213320,"Central LA, Los Angeles, CA",34178
6037603801,"Lawndale, CA",34172
6037703200,"View Park, View Park-Windsor Hills, CA",34153
6037192700,"Central LA, Los Angeles, CA",34146
6037534403,"Cudahy, CA",34111
6037533402,"Maywood, CA",34103
6037234000,"Leimert Park, Los Angeles, CA",34076
6037212203,"Central LA, Los Angeles, CA",34069
6037532002,"South Montebello, Montebello, CA",34054
6037536000,"South Gate, CA",34020
6037208620,"Central LA, Los Angeles, CA",33996
6037201504,"Northeast Los Angeles, Los Angeles, CA",33970
6037601401,"Inglewood, CA",33964
6037195804,"Silver Lake, Los Angeles, CA",33953
6037535503,"South Gate, CA",33937
6037533703,"Maywood, CA",33930
6037602509,"Hawthorne, CA",33919
6037204810,"Boyle Heights, Los Angeles, CA",33913
6037204700,"Boyle Heights, Los Angeles, CA",33894
6037191810,"Central LA, Los Angeles, CA",33890
6037534803,"Huntington Park, CA",33877
6037535501,"South Gate, CA",33870
6037540202,"Lynwood, CA",33859
6037531702,"South Montebello, East Los Angeles, CA",33853
6037209402,"Central LA, Los Angeles, CA",33853
6037531201,"Los Angeles, CA",33842
6037553702,"Paramount, CA",33834
6037190902,"Central LA, Los Angeles, CA",33795
6037534001,"South Montebello, Bell Gardens, CA",33787
6037213310,"Central LA, Los Angeles, CA",33775
6037600703,"Morningside Park, Inglewood, CA",33770
6037533602,"Bell, CA",33764
6037533806,"Bell, CA",33751
6037204410,"Central LA, Los Angeles, CA",33732
6037211122,"Central LA, Los Angeles, CA",33722
6037601501,"Inglewood, CA",33705
6037535002,"South Los Angeles, Los Angeles, CA",33693
6037203300,"Northeast Los Angeles, Los Angeles, CA",33687
6037533701,"Maywood, CA",33678
6037540000,"Lynwood, CA",33678
6037203800,"Boyle Heights, Los Angeles, CA",33647
6037532606,"Huntington Park, CA",33594
6037191420,"Central LA, Los Angeles, CA",33592
6037271200,"Sawtelle, Los Angeles, CA",33589
6037602104,"Hawthorne, CA",33549
6037204120,"Central LA, Los Angeles, CA",33548
6037190402,"Central LA, Los Angeles, CA",33515
6037700502,"Central LA, West Hollywood, CA",33510
6037532302,"South Montebello, Los Angeles, CA",33509
6037191410,"Central LA, Los Angeles, CA",33509
6037272302,"Mar Vista, Los Angeles, CA",33486
6037534002,"South Montebello, Bell Gardens, CA",33486
6037208801,"Central LA, Los Angeles, CA",33465
6037535603,"South Gate, CA",33458
6037199900,"Montecito Heights, Los Angeles, CA",33442
6037533603,"Bell, CA",33434
6037531000,"Los Angeles, CA",33433
6037210010,"Central LA, Los Angeles, CA",33387
6037531301,"Los Angeles, CA",33383
6037702803,"Los Angeles, CA",33362
6037531602,"South Montebello, East Los Angeles, CA",33334
6037551102,"Downey, CA",33311
6037551300,"Downey, CA",33266
6037208401,"Central LA, Los Angeles, CA",33242
6037553503,"Paramount, CA",33226
6037208502,"Central LA, Los Angeles, CA",33213
6037211201,"Central LA, Los Angeles, CA",33184
6037534201,"South Montebello, Bell Gardens, CA",33176
6037553602,"Paramount, CA",33172
6037602004,"Inglewood, CA",33159
6037703001,"Fox Hills, Culver City, CA",33150
6037530901,"Los Angeles, CA",33148
6037191204,"Central LA, Los Angeles, CA",33140
6037531302,"Los Angeles, CA",33127
6037534404,"Cudahy, CA",33105
6037224320,"Central LA, Los Angeles, CA",33094
6037221602,"Central LA, Los Angeles, CA",33057
6037218120,"Central LA, Los Angeles, CA",33049
6037532605,"Huntington Park, CA",33027
6037531901,"South Montebello, East Los Angeles, CA",32999
6037269602,"Central LA, Los Angeles, CA",32962
6037222200,"South Los Angeles, Los Angeles, CA",32935
6037500500,"El Rancho, Pico Rivera, CA",32922
6037276100,"Los Angeles, CA",32913
6037534202,"South Montebello, Bell Gardens, CA",32897
6037269904,"Palms, Los Angeles, CA",32888
6037541802,"Lynwood, CA",32880
6037192610,"Central LA, Los Angeles, CA",32870
6037533202,"Huntington Park, CA",32832
6037534102,"South Montebello, Bell Gardens, CA",32813
6037185310,"Northeast Los Angeles, Los Angeles, CA",32802
6037199700,"Central LA, Los Angeles, CA",32797
6037530902,"Los Angeles, CA",32795
6037218800,"Central LA, Los Angeles, CA",32788
6037190901,"Central LA, Los Angeles, CA",32775
6037534301,"Cudahy, CA",32770
6037125401,"North Hollywood, Los Angeles, CA",32745
6037542104,"East Compton, CA",32703
6037533105,"Huntington Park, CA",32675
6037213202,"Central LA, Los Angeles, CA",32671
6037221601,"Jefferson, Los Angeles, CA",32667
6037211320,"Central LA, Los Angeles, CA",32641
6037540201,"South Gate, CA",32627
6037221820,"Jefferson, Los Angeles, CA",32625
6037602105,"Hawthorne, CA",32622
6037540203,"Lynwood, CA",32612
6037534900,"South Los Angeles, Los Angeles, CA",32576
6037277200,"Westchester, Los Angeles, CA",32544
6037212202,"Central LA, Los Angeles, CA",32525
6037602403,"Hawthorne, CA",32517
6037204820,"Boyle Heights, Los Angeles, CA",32488
6037541801,"Lynwood, CA",32458
6037533300,"Maywood, CA",32451
6037541700,"Lynwood, CA",32444
6037203720,"Boyle Heights, Los Angeles, CA",32431
6037221402,"Central LA, Los Angeles, CA",32424
6037231720,"South Figueroa Corridor, Los Angeles, CA",32411
6037532700,"South Los Angeles, Los Angeles, CA",32407
6037534405,"Cudahy, CA",32364
6037601802,"Inglewood, CA",32356
6037535300,"South Los Angeles, Los Angeles, CA",32336
6037221120,"Central LA, Los Angeles, CA",32312
6037530700,"Los Angeles, CA",32268
6037213402,"Central LA, Los Angeles, CA",32248
6037532604,"Huntington Park, CA",32233
6037224200,"Central LA, Los Angeles, CA",32227
6037203200,"Boyle Heights, Los Angeles, CA",32223
6037532200,"South Montebello, Montebello, CA",32220
6037531202,"Los Angeles, CA",32217
6037235100,"Park Mesa Heights, Los Angeles, CA",32191
6037462302,"Pasadena, CA",32189
6037530400,"Monterey Park, CA",32162
6037212900,"Central LA, Los Angeles, CA",32147
6037217200,"Central LA, Los Angeles, CA",32135
6037531101,"Los Angeles, CA",32135
6037601212,"Inglewood, CA",32051
6037602003,"Inglewood, CA",32051
6037533201,"Huntington Park, CA",32022
6037602900,"Gardena, CA",32015
6037600911,"Inglewood, CA",31987
6037208000,"Central LA, Los Angeles, CA",31949
6037203900,"Boyle Heights, Los Angeles, CA",31929
6037275200,"Los Angeles, CA",31928
6037228410,"South Los Angeles, Los Angeles, CA",31909
6037191720,"Central LA, Los Angeles, CA",31869
6037218400,"Central LA, Los Angeles, CA",31865
6037530801,"Los Angeles, CA",31857
6037239601,"South Los Angeles, Los Angeles, CA",31853
6037221110,"Central LA, Los Angeles, CA",31839
6037209403,"Central LA, Los Angeles, CA",31815
6037224020,"South Los Angeles, Los Angeles, CA",31785
6037462100,"North Central, Pasadena, CA",31778
6037531503,"East Los Angeles, CA",31761
6037204910,"Boyle Heights, Los Angeles, CA",31746
6037212303,"Central LA, Los Angeles, CA",31743
6037226420,"South Los Angeles, Los Angeles, CA",31675
6037221900,"South Los Angeles, Los Angeles, CA",31662
6037190700,"Central LA, Los Angeles, CA",31641
6037221710,"Jefferson, Los Angeles, CA",31633
6037270100,"Palms, Los Angeles, CA",31626
6037231800,"South Figueroa Corridor, Los Angeles, CA",31613
6037553601,"Paramount, CA",31599
6037226410,"South Los Angeles, Los Angeles, CA",31595
6037207301,"Central LA, Los Angeles, CA",31573
6037208302,"Central LA, Los Angeles, CA",31571
6037209300,"Central LA, Los Angeles, CA",31564
6037532900,"South Los Angeles, Los Angeles, CA",31548
6037229100,"Central Alameda, Los Angeles, CA",31505
6037553502,"Paramount, CA",31501
6037203600,"Boyle Heights, Los Angeles, CA",31459
6037205110,"Boyle Heights, Los Angeles, CA",31438
6037195720,"Echo Park, Los Angeles, CA",31429
6037272202,"Mar Vista, Los Angeles, CA",31427
6037219901,"Los Angeles, CA",31416
6037601801,"Inglewood, CA",31372
6037228420,"South Los Angeles, Los Angeles, CA",31366
6037204200,"Boyle Heights, Los Angeles, CA",31362
6037209102,"Central LA, Los Angeles, CA",31355
6037203100,"Northeast Los Angeles, Los Angeles, CA",31349
6037603005,"Gardena, CA",31345
6037236400,"Baldwin Hills, Los Angeles, CA",31287
6037207710,"Central LA, Los Angeles, CA",31245
6037600501,"Inglewood, CA",31202
6037541001,"Gardena, CA",31184
6037195901,"Silver Lake, Los Angeles, CA",31148
6037534302,"Cudahy, CA",31130
6037218701,"Central LA, Los Angeles, CA",31111
6037462301,"Pasadena, CA",31111
6037208904,"Central LA, Los Angeles, CA",31061
6037239502,"South Los Angeles, Los Angeles, CA",31047
6037212502,"Central LA, Los Angeles, CA",31044
6037220100,"South Los Angeles, Los Angeles, CA",31037
6037239320,"South Los Angeles, Los Angeles, CA",31024
6037530500,"East Los Angeles, CA",31018
6037211310,"Central LA, Los Angeles, CA",31012
6037291120,"Harbor, Gardena, CA",31006
6037531604,"East Los Angeles, CA",31004
6037219010,"South Los Angeles, Los Angeles, CA",30982
6037601002,"Inglewood, CA",30981
6037602700,"Hawthorne, CA",30893
6037221303,"Central LA, Los Angeles, CA",30886
6037532603,"Huntington Park, CA",30881
6037221500,"South Los Angeles, Los Angeles, CA",30851
6037228310,"South Los Angeles, Los Angeles, CA",30848
6037211202,"Central LA, Los Angeles, CA",30840
6037461600,"North Central, Pasadena, CA",30807
6037533104,"Huntington Park, CA",30795
6037191000,"Central LA, Los Angeles, CA",30770
6037701802,"Pico, Santa Monica, CA",30754
6037222001,"Jefferson, Los Angeles, CA",30713
6037219800,"Los Angeles, CA",30696
6037218220,"Central LA, Los Angeles, CA",30672
6037227010,"South Los Angeles, Los Angeles, CA",30665
6037534101,"South Montebello, Bell Gardens, CA",30614
6037533002,"South Los Angeles, Los Angeles, CA",30612
6037204920,"Boyle Heights, Los Angeles, CA",30597
6037600502,"Inglewood, CA",30539
6037231500,"Leimert Park, Los Angeles, CA",30515
6037540502,"Lynwood, CA",30493
6037703100,"View Park, View Park-Windsor Hills, CA",30482
6037206031,"Arts District, Los Angeles, CA",30477
6037191120,"Central LA, Los Angeles, CA",30464
6037535001,"South Los Angeles, Los Angeles, CA",30402
6037221302,"Central LA, Los Angeles, CA",30385
6037228100,"South Los Angeles, Los Angeles, CA",30377
6037219300,"Jefferson, Los Angeles, CA",30306
6037241300,"Harbor Gateway North, Los Angeles, CA",30296
6037205120,"Central LA, Los Angeles, CA",30236
6037462001,"North Central, Pasadena, CA",30186
6037535101,"South Los Angeles, Los Angeles, CA",30180
6037212204,"Central LA, Los Angeles, CA",30147
6037222500,"South Los Angeles, Los Angeles, CA",30139
6037212501,"Central LA, Los Angeles, CA",30136
6037217100,"Central LA, Los Angeles, CA",30128
6037603704,"Hawthorne, CA",30069
6037207502,"Downtown, Los Angeles, CA",30026
6037601900,"Inglewood, CA",29968
6037237401,"South Los Angeles, Los Angeles, CA",29944
6037218500,"Central LA, Los Angeles, CA",29934
6037461901,"Pasadena, CA",29926
6037541500,"South Los Angeles, Compton, CA",29905
6037222100,"South Los Angeles, Los Angeles, CA",29850
6037273200,"Venice, Los Angeles, CA",29841
6037228600,"South Los Angeles, Los Angeles, CA",29826
6037226700,"South Los Angeles, Los Angeles, CA",29820
6037218702,"Jefferson, Los Angeles, CA",29820
6037602802,"South Los Angeles, Los Angeles, CA",29818
6037218110,"Central LA, Los Angeles, CA",29805
6037218600,"Central LA, Los Angeles, CA",29735
6037218300,"Central LA, Los Angeles, CA",29715
6037219902,"Los Angeles, CA",29699
6037229300,"South Figueroa Corridor, Los Angeles, CA",29675
6037204420,"Boyle Heights, Los Angeles, CA",29671
6037535102,"South Los Angeles, Los Angeles, CA",29662
6037239602,"South Los Angeles, Los Angeles, CA",29638
6037229200,"South Los Angeles, Los Angeles, CA",29617
6037229420,"South Los Angeles, Los Angeles, CA",29611
6037542602,"Compton, CA",29524
6037602508,"Hawthorne, CA",29517
6037239202,"South Los Angeles, Los Angeles, CA",29515
6037231300,"South Los Angeles, Los Angeles, CA",29495
6037602504,"Hawthorne, CA",29491
6037270300,"Central LA, Los Angeles, CA",29483
6037219700,"Jefferson, Los Angeles, CA",29482
6037243000,"South Los Angeles, Los Angeles, CA",29467
6037239201,"South Los Angeles, Los Angeles, CA",29391
6037542000,"Compton, CA",29354
6037231900,"South Figueroa Corridor, Los Angeles, CA",29350
6037227020,"South Los Angeles, Los Angeles, CA",29295
6037212304,"Central LA, Los Angeles, CA",29286
6037228320,"South Los Angeles, Los Angeles, CA",29281
6037601001,"Inglewood, CA",29280
6037269601,"Central LA, Los Angeles, CA",29274
6037228500,"South Figueroa Corridor, Los Angeles, CA",29272
6037221810,"South Los Angeles, Los Angeles, CA",29262
6037542601,"Compton, CA",29236
6037228210,"South Los Angeles, Los Angeles, CA",29199
6037222002,"South Los Angeles, Los Angeles, CA",29185
6037600902,"Inglewood, CA",29171
6037209401,"Central LA, Los Angeles, CA",29148
6037533103,"Huntington Park, CA",29120
6037231600,"South Los Angeles, Los Angeles, CA",29076
6037231210,"South Los Angeles, Los Angeles, CA",29053
6037240200,"South Los Angeles, Los Angeles, CA",29019
6037237102,"South Figueroa Corridor, Los Angeles, CA",29018
6037542700,"Compton, CA",28996
6037209104,"Central LA, Los Angeles, CA",28992
6037602801,"South Los Angeles, Los Angeles, CA",28952
6037237202,"South Los Angeles, Los Angeles, CA",28936
6037532800,"South Los Angeles, Los Angeles, CA",28850
6037234600,"Park Mesa Heights, Los Angeles, CA",28824
6037601211,"Inglewood, CA",28755
6037602600,"Gardena, CA",28726
6037541604,"Compton, CA",28718
6037208902,"Central LA, Los Angeles, CA",28686
6037228220,"South Los Angeles, Los Angeles, CA",28665
6037228800,"Central Alameda, Los Angeles, CA",28631
6037541400,"South Los Angeles, Compton, CA",28615
6037601100,"Inglewood, CA",28581
6037232110,"South Figueroa Corridor, Los Angeles, CA",28571
6037231220,"South Figueroa Corridor, Los Angeles, CA",28551
6037540400,"South Los Angeles, Los Angeles, CA",28550
6037237800,"South Los Angeles, Los Angeles, CA",28446
6037540800,"South Los Angeles, Los Angeles, CA",28428
6037239310,"South Los Angeles, Los Angeles, CA",28412
6037232600,"South Los Angeles, Los Angeles, CA",28405
6037239802,"South Los Angeles, Los Angeles, CA",28398
6037237101,"South Figueroa Corridor, Los Angeles, CA",28384
6037462201,"Pasadena, CA",28354
6037239501,"South Los Angeles, Los Angeles, CA",28323
6037222600,"South Los Angeles, Los Angeles, CA",28253
6037221304,"Central LA, Los Angeles, CA",28233
6037600704,"Morningside Park, Inglewood, CA",28188
6037239702,"South Los Angeles, Los Angeles, CA",28180
6037228720,"South Los Angeles, Los Angeles, CA",28141
6037238400,"South Los Angeles, Los Angeles, CA",28132
6037237402,"South Los Angeles, Los Angeles, CA",28117
6037229410,"South Los Angeles, Los Angeles, CA",28115
6037206032,"Central LA, Los Angeles, CA",28096
6037221401,"Jefferson, Los Angeles, CA",28078
6037242200,"South Los Angeles, Los Angeles, CA",28074
6037232120,"South Los Angeles, Los Angeles, CA",28071
6037277400,"Los Angeles, CA",28025
6037232700,"South Figueroa Corridor, Los Angeles, CA",28021
6037224010,"Central LA, Los Angeles, CA",28013
6037232800,"South Figueroa Corridor, Los Angeles, CA",27975
6037224600,"South Figueroa Corridor, Los Angeles, CA",27958
6037239330,"South Los Angeles, Los Angeles, CA",27893
6037600802,"Morningside Park, Inglewood, CA",27828
6037535400,"South Los Angeles, Los Angeles, CA",27749
6037234800,"Park Mesa Heights, Los Angeles, CA",27746
6037535200,"South Los Angeles, Los Angeles, CA",27737
6037600304,"South Los Angeles, Los Angeles, CA",27657
6037232300,"South Los Angeles, Los Angeles, CA",27630
6037218900,"Jefferson, Los Angeles, CA",27623
6037219020,"South Los Angeles, Los Angeles, CA",27614
6037602507,"Hawthorne, CA",27592
6037600801,"Morningside Park, Inglewood, CA",27569
6037218210,"Central LA, Los Angeles, CA",27549
6037208720,"Central LA, Los Angeles, CA",27524
6037542103,"Compton, CA",27500
6037232400,"South Los Angeles, Los Angeles, CA",27490
6037238310,"South Figueroa Corridor, Los Angeles, CA",27488
6037226001,"South Los Angeles, Los Angeles, CA",27458
6037600201,"South Los Angeles, Los Angeles, CA",27416
6037206200,"Central LA, Los Angeles, CA",27402
6037541606,"Compton, CA",27397
6037237720,"South Figueroa Corridor, Los Angeles, CA",27301
6037462002,"North Central, Pasadena, CA",27297
6037273300,"Venice, Los Angeles, CA",27258
6037234502,"South Los Angeles, Los Angeles, CA",27230
6037231100,"South Los Angeles, Los Angeles, CA",27210
6037220000,"Jefferson, Los Angeles, CA",27183
6037541605,"Compton, CA",27171
6037601303,"Inglewood, CA",27156
6037242700,"South Los Angeles, Los Angeles, CA",27148
6037240020,"South Los Angeles, Los Angeles, CA",27106
6037240900,"South Los Angeles, Los Angeles, CA",27072
6037237600,"South Figueroa Corridor, Los Angeles, CA",27044
6037541100,"Compton, CA",26994
6037240300,"South Los Angeles, Los Angeles, CA",26980
6037209810,"Central LA, Los Angeles, CA",26978
6037234200,"Leimert Park, Los Angeles, CA",26975
6037234300,"Leimert Park, Los Angeles, CA",26944
6037540901,"South Los Angeles, Los Angeles, CA",26896
6037232500,"South Los Angeles, Los Angeles, CA",26874
6037542800,"Compton, CA",26850
6037228710,"Central Alameda, Los Angeles, CA",26771
6037541300,"Compton, CA",26770
6037209820,"Central LA, Los Angeles, CA",26742
6037239701,"South Los Angeles, Los Angeles, CA",26721
6037241120,"South Los Angeles, Los Angeles, CA",26667
6037242300,"South Los Angeles, Los Angeles, CA",26652
6037237500,"South Figueroa Corridor, Los Angeles, CA",26620
6037228900,"Central Alameda, Los Angeles, CA",26581
6037239801,"South Los Angeles, Los Angeles, CA",26531
6037540902,"South Los Angeles, Los Angeles, CA",26527
6037540700,"South Los Angeles, Los Angeles, CA",26431
6037602505,"Hawthorne, CA",26431
6037240010,"South Los Angeles, Los Angeles, CA",26382
6037207302,"Central LA, Los Angeles, CA",26377
6037273502,"Venice, Los Angeles, CA",26307
6037234501,"South Los Angeles, Los Angeles, CA",26252
6037231400,"Leimert Park, Los Angeles, CA",26228
6037241201,"South Los Angeles, Los Angeles, CA",26227
6037241400,"Harbor, Los Angeles, CA",26214
6037224310,"Central LA, Los Angeles, CA",26121
6037600302,"South Los Angeles, Los Angeles, CA",26096
6037236100,"Baldwin Village, Los Angeles, CA",26034
6037237300,"South Los Angeles, Los Angeles, CA",26034
6037208903,"Central LA, Los Angeles, CA",25954
6037209103,"Central LA, Los Angeles, CA",25937
6037235201,"Park Mesa Heights, Los Angeles, CA",25918
6037240500,"South Los Angeles, Los Angeles, CA",25903
6037240402,"South Los Angeles, Los Angeles, CA",25888
6037541603,"Compton, CA",25831
6037600400,"South Los Angeles, Los Angeles, CA",25736
6037540600,"South Los Angeles, Los Angeles, CA",25721
6037240401,"South Los Angeles, Los Angeles, CA",25672
6037241001,"South Los Angeles, Los Angeles, CA",25641
6037541200,"Compton, CA",25493
6037600601,"Inglewood, CA",25488
6037241110,"South Los Angeles, Los Angeles, CA",25458
6037602506,"Hawthorne, CA",25440
6037601302,"Inglewood, CA",25420
6037232200,"South Los Angeles, Los Angeles, CA",25390
6037240600,"South Los Angeles, Los Angeles, CA",25388
6037242000,"South Los Angeles, Los Angeles, CA",25368
6037241002,"South Los Angeles, Los Angeles, CA",25325
6037231710,"South Figueroa Corridor, Los Angeles, CA",25232
6037234700,"Park Mesa Heights, Los Angeles, CA",25174
6037600702,"Morningside Park, Inglewood, CA",25160
6037241202,"South Los Angeles, Los Angeles, CA",25157
6037240700,"South Los Angeles, Los Angeles, CA",25034
6037238320,"South Figueroa Corridor, Los Angeles, CA",24962
6037291110,"Harbor, Los Angeles, CA",24909
6037235202,"Park Mesa Heights, Los Angeles, CA",24894
6037237201,"South Los Angeles, Los Angeles, CA",24803
6037238100,"South Los Angeles, Los Angeles, CA",24726
6037600100,"South Los Angeles, Los Angeles, CA",24478
6037236203,"Crenshaw, Los Angeles, CA",24441
6037237710,"South Figueroa Corridor, Los Angeles, CA",24425
6037240800,"South Los Angeles, Los Angeles, CA",24385
6037236202,"Baldwin Village, Los Angeles, CA",24345
6037238000,"South Los Angeles, Los Angeles, CA",24079
6037237900,"South Los Angeles, Los Angeles, CA",23929
6037243100,"South Los Angeles, Los Angeles, CA",23688
6037600202,"South Los Angeles, Los Angeles, CA",23642
6037238200,"South Los Angeles, Los Angeles, CA",23505
6037600602,"Inglewood, CA",23475
6037209200,"Central LA, Los Angeles, CA",23429
6037234901,"Park Mesa Heights, Los Angeles, CA",23224
6037600303,"South Los Angeles, Los Angeles, CA",22934
6037242600,"South Los Angeles, Los Angeles, CA",22485
6037234902,"Park Mesa Heights, Los Angeles, CA",21764
6037236204,"Baldwin Village, Los Angeles, CA",19562
6037242100,"South Los Angeles, Los Angeles, CA",18921
6037206300,"Central LA, Los Angeles, CA",14636
6037980030,"El Segundo, CA",
6037265301,"Westwood, Los Angeles, CA",
6037980013,"El Segundo, CA",
6037207400,"Central LA, Los Angeles, CA",
6037551600,"Downey, CA",
6037206020,"Central LA, Los Angeles, CA",
6037980028,"Los Angeles, CA",
6037265304,"Westwood, Los Angeles, CA",
6037222700,"South Los Angeles, Los Angeles, CA",
6037320000,"North Hollywood, Universal City, CA",
6037980009,"Los Angeles, CA",