"tract","Name","Incarceration_Rate_rP_gP_p25"
6037218210,"Central LA, Los Angeles, CA",0.0066
6037481500,"Alhambra, CA",0.0066
6037228710,"Central Alameda, Los Angeles, CA",0.0065
6037208904,"Central LA, Los Angeles, CA",0.0064
6037194401,"Beverly Grove, Los Angeles, CA",0.0064
6037535701,"South Gate, CA",0.0064
6037553602,"Paramount, CA",0.0063
6037480201,"San Gabriel, CA",0.0063
6037191610,"Central LA, Los Angeles, CA",0.0062
6037602200,"Los Angeles, CA",0.0061
6037482303,"Garvey, Rosemead, CA",0.0061
6037700801,"Beverly Hills, CA",0.0061
6037535604,"South Gate, CA",0.0061
6037532304,"South Montebello, Commerce, CA",0.0061
6037502301,"Whittier, CA",0.0061
6037530601,"Los Angeles, CA",0.006
6037239202,"South Los Angeles, Los Angeles, CA",0.006
6037192420,"Central LA, Los Angeles, CA",0.006
6037701602,"Mid-City, Santa Monica, CA",0.006
6037211804,"Central LA, Los Angeles, CA",0.006
6037199202,"Montecito Heights, Los Angeles, CA",0.006
6037551101,"Downey, CA",0.0059
6037239602,"South Los Angeles, Los Angeles, CA",0.0059
6037204600,"Boyle Heights, Los Angeles, CA",0.0059
6037141302,"Sherman Oaks, Los Angeles, CA",0.0059
6037700300,"Central LA, West Hollywood, CA",0.0058
6037482502,"Garvey, Rosemead, CA",0.0058
6037533902,"South Montebello, Bell Gardens, CA",0.0058
6037212620,"Central LA, Los Angeles, CA",0.0058
6037211500,"Central LA, Los Angeles, CA",0.0057
6037221601,"Jefferson, Los Angeles, CA",0.0057
6037301801,"Vineyard, Glendale, CA",0.0056
6037274100,"Venice, Marina del Rey, CA",0.0056
6037195600,"Los Angeles, CA",0.0056
6037189201,"Central LA, Los Angeles, CA",0.0056
6037601402,"Inglewood, CA",0.0056
6037533703,"Maywood, CA",0.0056
6037311600,"Burbank, CA",0.0056
6037190700,"Central LA, Los Angeles, CA",0.0056
6037276100,"Los Angeles, CA",0.0055
6037201700,"Northeast Los Angeles, Los Angeles, CA",0.0055
6037219300,"Jefferson, Los Angeles, CA",0.0054
6037302004,"Citrus Grove, Glendale, CA",0.0054
6037533804,"Bell, CA",0.0054
6037187101,"Atwater Village, Los Angeles, CA",0.0054
6037204410,"Central LA, Los Angeles, CA",0.0054
6037269000,"Cheviot Hills, Los Angeles, CA",0.0053
6037183103,"Highland Park, Los Angeles, CA",0.0053
6037265202,"Westwood, Los Angeles, CA",0.0053
6037206200,"Central LA, Los Angeles, CA",0.0053
6037183222,"Northeast Los Angeles, Los Angeles, CA",0.0053
6037534700,"Huntington Park, CA",0.0052
6037183820,"Northeast Los Angeles, Los Angeles, CA",0.0052
6037188202,"Central LA, Los Angeles, CA",0.0051
6037208710,"Central LA, Los Angeles, CA",0.0051
6037482600,"Garvey, Monterey Park, CA",0.005
6037181500,"Northeast Los Angeles, Los Angeles, CA",0.005
6037217002,"Central LA, Los Angeles, CA",0.005
6037214501,"Central LA, Los Angeles, CA",0.005
6037535605,"South Gate, CA",0.005
6037533401,"Maywood, CA",0.0049
6037481712,"Garvey, Monterey Park, CA",0.0049
6037201501,"Northeast Los Angeles, Los Angeles, CA",0.0048
6037530500,"East Los Angeles, CA",0.0048
6037702002,"Ocean Park, Santa Monica, CA",0.0048
6037701701,"Mid-City, Santa Monica, CA",0.0047
6037209401,"Central LA, Los Angeles, CA",0.0047
6037550601,"Downey, CA",0.0047
6037301802,"Vineyard, Glendale, CA",0.0047
6037208501,"Central LA, Los Angeles, CA",0.0047
6037534501,"Huntington Park, CA",0.0046
6037550400,"Downey, CA",0.0046
6037462400,"Bungalow Heaven, Pasadena, CA",0.0045
6037199000,"Northeast Los Angeles, Los Angeles, CA",0.0045
6037183520,"Northeast Los Angeles, Los Angeles, CA",0.0043
6037702700,"Park West, Culver City, CA",0.0043
6037124600,"Sherman Oaks, Los Angeles, CA",0.0043
6037602301,"Hawthorne, CA",0.0043
6037195804,"Silver Lake, Los Angeles, CA",0.0043
6037311700,"Burbank, CA",0.0043
6037216401,"Central LA, Los Angeles, CA",0.0042
6037535902,"South Gate, CA",0.0042
6037272302,"Mar Vista, Los Angeles, CA",0.0041
6037702501,"Carlson Park, Culver City, CA",0.0041
6037194500,"Central LA, Los Angeles, CA",0.0041
6037269300,"Cheviot Hills, Los Angeles, CA",0.0041
6037143604,"Studio City, Los Angeles, CA",0.0041
6037482304,"Garvey, Rosemead, CA",0.004
6037212702,"Central LA, Los Angeles, CA",0.004
6037204910,"Boyle Heights, Los Angeles, CA",0.004
6037462800,"Lamanda Park, Pasadena, CA",0.004
6037143800,"Studio City, Los Angeles, CA",0.0039
6037302201,"Citrus Grove, Glendale, CA",0.0039
6037480901,"Alhambra, CA",0.0039
6037535606,"South Gate, CA",0.0037
6037214100,"Central LA, Los Angeles, CA",0.0036
6037301900,"Downtown, Glendale, CA",0.0036
6037301100,"Rossmoyne, Glendale, CA",0.0036
6037276601,"Playa del Rey, Los Angeles, CA",0.0036
6037550700,"Downey, CA",0.0035
6037480400,"Alhambra, CA",0.0035
6037620101,"El Segundo, CA",0.0035
6037141600,"Sherman Oaks, Los Angeles, CA",0.0035
6037139502,"Encino, Los Angeles, CA",0.0035
6037531201,"Los Angeles, CA",0.0035
6037212800,"Central LA, Los Angeles, CA",0.0035
6037201601,"Northeast Los Angeles, Los Angeles, CA",0.0034
6037267100,"West Los Angeles, Los Angeles, CA",0.0034
6037218110,"Central LA, Los Angeles, CA",0.0034
6037273300,"Venice, Los Angeles, CA",0.0034
6037273100,"Venice, Los Angeles, CA",0.0034
6037264302,"Brentwood, Los Angeles, CA",0.0034
6037269100,"Pico - Robertson, Los Angeles, CA",0.0033
6037601202,"Inglewood, CA",0.0033
6037277000,"Westchester, Los Angeles, CA",0.0033
6037482002,"Monterey Park, CA",0.0033
6037237101,"South Figueroa Corridor, Los Angeles, CA",0.0033
6037231800,"South Figueroa Corridor, Los Angeles, CA",0.0032
6037229300,"South Figueroa Corridor, Los Angeles, CA",0.0032
6037195803,"Silver Lake, Los Angeles, CA",0.0032
6037480303,"Alhambra, CA",0.003
6037534803,"Huntington Park, CA",0.003
6037265510,"Westwood, Los Angeles, CA",0.003
6037551000,"Downey, CA",0.0029
6037553300,"Bellflower, CA",0.0029
6037216900,"Central LA, Los Angeles, CA",0.0029
6037209103,"Central LA, Los Angeles, CA",0.0029
6037275602,"Westchester, Los Angeles, CA",0.0029
6037195902,"Silver Lake, Los Angeles, CA",0.0028
6037482522,"South Montebello, Montebello, CA",0.0027
6037602002,"Hawthorne, CA",0.0027
6037534201,"South Montebello, Bell Gardens, CA",0.0027
6037139701,"Encino, Los Angeles, CA",0.0027
6037222100,"South Los Angeles, Los Angeles, CA",0.0027
6037701902,"Downtown, Santa Monica, CA",0.0027
6037302505,"Adams Hill, Glendale, CA",0.0027
6037551401,"Downey, CA",0.0026
6037267402,"West Los Angeles, Los Angeles, CA",0.0026
6037481103,"San Gabriel, CA",0.0025
6037532001,"South Montebello, Montebello, CA",0.0024
6037275311,"Los Angeles, CA",0.0024
6037536103,"South Gate, CA",0.0023
6037311400,"Burbank, CA",0.0023
6037271400,"Mar Vista, Los Angeles, CA",0.0022
6037262501,"Pacific Palisades, Los Angeles, CA",0.0022
6037701502,"Downtown, Santa Monica, CA",0.0021
6037482401,"Garvey, Rosemead, CA",0.0021
6037139703,"Encino, Los Angeles, CA",0.0021
6037272100,"Mar Vista, Los Angeles, CA",0.0021
6037206031,"Arts District, Los Angeles, CA",0.0021
6037531000,"Los Angeles, CA",0.002
6037191000,"Central LA, Los Angeles, CA",0.002
6037181400,"Northeast Los Angeles, Los Angeles, CA",0.0019
6037237720,"South Figueroa Corridor, Los Angeles, CA",0.0019
6037301204,"Verdugo Viejo, Glendale, CA",0.0019
6037214700,"Beverly Grove, Los Angeles, CA",0.0019
6037271100,"West Los Angeles, Los Angeles, CA",0.0019
6037276400,"Westchester, Los Angeles, CA",0.0018
6037195300,"Central LA, Los Angeles, CA",0.0018
6037219902,"Los Angeles, CA",0.0018
6037481002,"Alhambra, CA",0.0017
6037461700,"North Arroyo, Pasadena, CA",0.0017
6037702502,"Culver City, CA",0.0017
6037481714,"Monterey Park, CA",0.0017
6037603500,"Gardena, CA",0.0017
6037205120,"Central LA, Los Angeles, CA",0.0016
6037141303,"Sherman Oaks, Los Angeles, CA",0.0016
6037530004,"South Montebello, Montebello, CA",0.0016
6037480302,"Alhambra, CA",0.0016
6037533501,"Huntington Park, CA",0.0015
6037481604,"Alhambra, CA",0.0015
6037185100,"Mount Washington, Los Angeles, CA",0.0015
6037463601,"Pasadena, CA",0.0014
6037601600,"Inglewood, CA",0.0014
6037189800,"Central LA, Los Angeles, CA",0.0013
6037203500,"Boyle Heights, Los Angeles, CA",0.0012
6037482503,"Garvey, Rosemead, CA",0.0012
6037211803,"Central LA, Los Angeles, CA",0.0012
6037264301,"Brentwood, Los Angeles, CA",0.0012
6037531603,"East Los Angeles, CA",0.0011
6037261101,"Beverly Hills, CA",0.0011
6037190520,"Central LA, Los Angeles, CA",0.001
6037482101,"Monterey Park, CA",0.001
6037302003,"Citrus Grove, Glendale, CA",0.001
6037216402,"Central LA, Los Angeles, CA",0.0009
6037262704,"Pacific Palisades, Los Angeles, CA",0.0009
6037190902,"Central LA, Los Angeles, CA",0.0008
6037277200,"Westchester, Los Angeles, CA",0.0008
6037301206,"Glenwood, Glendale, CA",0.0008
6037481402,"San Gabriel, CA",0.0007
6037273902,"Venice, Los Angeles, CA",0.0007
6037271702,"Palms, Los Angeles, CA",0.0007
6037481901,"Alhambra, CA",0.0007
6037261200,"Beverly Glen, Los Angeles, CA",0.0007
6037480600,"South Pasadena, CA",0.0007
6037191302,"Central LA, Los Angeles, CA",0.0006
6037204920,"Boyle Heights, Los Angeles, CA",0.0006
6037143901,"Studio City, Los Angeles, CA",0.0005
6037550902,"Downey, CA",0.0004
6037204700,"Boyle Heights, Los Angeles, CA",0.0004
6037181000,"Northeast Los Angeles, Los Angeles, CA",0.0004
6037189701,"Central LA, Los Angeles, CA",0.0004
6037191410,"Central LA, Los Angeles, CA",0.0004
6037700802,"Beverly Hills, CA",0.0004
6037195710,"Los Angeles, CA",0.0003
6037214800,"Beverly Grove, Los Angeles, CA",0.0003
6037208903,"Central LA, Los Angeles, CA",0.0002
6037201302,"Northeast Los Angeles, Los Angeles, CA",0.0002
6037535400,"South Los Angeles, Los Angeles, CA",0.0002
6037190802,"Central LA, Los Angeles, CA",0.0001
6037214902,"Central LA, Los Angeles, CA",0.0001
6037480500,"South Pasadena, CA",0.0001
6037212410,"Central LA, Los Angeles, CA",0.0001
6037702801,"Clarkdale, Culver City, CA",0.0001
6037264102,"Brentwood, Los Angeles, CA",0
6037481711,"Monterey Park, CA",0
6037183702,"Northeast Los Angeles, Los Angeles, CA",0
6037217001,"Pico - Robertson, Los Angeles, CA",0
6037206010,"Central LA, Los Angeles, CA",0
6037221401,"Jefferson, Los Angeles, CA",0
6037209510,"Central LA, Los Angeles, CA",0
6037620301,"Manhattan Beach, CA",0
6037231220,"South Figueroa Corridor, Los Angeles, CA",0
6037208801,"Central LA, Los Angeles, CA",0
6037273800,"Venice, Los Angeles, CA",0
6037274202,"Venice, Marina del Rey, CA",0
6037276604,"Playa del Rey, Los Angeles, CA",0
6037272202,"Mar Vista, Los Angeles, CA",0
6037553400,"Downey, CA",0
6037143902,"Studio City, Los Angeles, CA",0
6037224310,"Central LA, Los Angeles, CA",0
6037204110,"Boyle Heights, Los Angeles, CA",0
6037620400,"Manhattan Beach, CA",0
6037301702,"Vineyard, Glendale, CA",0
6037189600,"Central LA, Los Angeles, CA",0
6037700902,"Beverly Hills, CA",0
6037211120,"Central LA, Los Angeles, CA",0
6037701501,"Wilshire Montana, Santa Monica, CA",0
6037211000,"Central LA, Los Angeles, CA",0
6037189101,"Central LA, Los Angeles, CA",0
6037207900,"Central LA, Los Angeles, CA",0
6037480002,"San Gabriel, CA",0
6037141700,"Sherman Oaks, Beverly Hills, CA",0
6037224410,"South Los Angeles, Los Angeles, CA",0
6037701202,"Wilshire Montana, Santa Monica, CA",0
6037214600,"Central LA, Los Angeles, CA",0
6037270300,"Central LA, Los Angeles, CA",0
6037550800,"Downey, CA",0
6037701302,"Wilshire Montana, Santa Monica, CA",0
6037267403,"West Los Angeles, Los Angeles, CA",0
6037267502,"West Los Angeles, Los Angeles, CA",0
6037480202,"San Gabriel, CA",0
6037189905,"Central LA, Los Angeles, CA",0
6037265303,"Westwood, Los Angeles, CA",0
6037216100,"Central LA, Los Angeles, CA",0
6037125501,"North Hollywood, Los Angeles, CA",0
6037462500,"Pasadena, CA",0
6037192001,"Central LA, Los Angeles, CA",0
6037213202,"Central LA, Los Angeles, CA",0
6037189702,"Hollywood Hills, Los Angeles, CA",0
6037211704,"Central LA, Los Angeles, CA",0
6037267300,"West Los Angeles, Los Angeles, CA",0
6037191110,"Central LA, Los Angeles, CA",0
6037221402,"Central LA, Los Angeles, CA",0
6037530006,"South Montebello, Montebello, CA",0
6037208902,"Central LA, Los Angeles, CA",0
6037141400,"Encino, Los Angeles, CA",0
6037540400,"South Los Angeles, Los Angeles, CA",0
6037278102,"Playa del Rey, Los Angeles, CA",0
6037300901,"Chevy Chase, Glendale, CA",0
6037143602,"Studio City, Los Angeles, CA",0
6037600703,"Morningside Park, Inglewood, CA",0
6037141202,"Sherman Oaks, Los Angeles, CA",0
6037214503,"Central LA, Los Angeles, CA",0
6037139702,"Encino, Los Angeles, CA",0
6037540501,"Lynwood, CA",0
6037482301,"Garvey, San Gabriel, CA",0
6037208401,"Central LA, Los Angeles, CA",0
6037212101,"Central LA, Los Angeles, CA",0
6037190510,"Central LA, Los Angeles, CA",0
6037213401,"Central LA, Los Angeles, CA",0
6037278001,"Westchester, Los Angeles, CA",0
6037463500,"Pasadena, CA",0
6037265520,"Westwood, Los Angeles, CA",0
6037191620,"Central LA, Los Angeles, CA",0
6037464200,"San Marino, CA",0
6037125100,"Valley Village, Los Angeles, CA",0
6037269800,"Castle Heights, Los Angeles, CA",0
6037463400,"Pasadena, CA",0
6037190201,"Central LA, Los Angeles, CA",0
6037701100,"West Los Angeles, Los Angeles, CA",0
6037192002,"Central LA, Los Angeles, CA",0
6037701201,"North of Montana, Santa Monica, CA",0
6037221303,"Central LA, Los Angeles, CA",0
6037224020,"South Los Angeles, Los Angeles, CA",0
6037262706,"Pacific Palisades, Los Angeles, CA",0
6037702201,"Sunset Park, Santa Monica, CA",0
6037261102,"Beverly Hills, CA",0
6037143200,"West Toluca Lake, Los Angeles, CA",0
6037271300,"Mar Vista, Los Angeles, CA",0
6037464000,"Pasadena, CA",0
6037221120,"Central LA, Los Angeles, CA",0
6037207102,"Central LA, Los Angeles, CA",0
6037500500,"El Rancho, Pico Rivera, CA",0
6037277100,"Westchester, Los Angeles, CA",0
6037212202,"Central LA, Los Angeles, CA",0
6037212610,"Central LA, Los Angeles, CA",0
6037272301,"Mar Vista, Los Angeles, CA",0
6037183104,"Northeast Los Angeles, Los Angeles, CA",0
6037215101,"Central LA, Los Angeles, CA",0
6037700700,"The Flats, Beverly Hills, CA",0
6037701402,"Wilshire Montana, Santa Monica, CA",0
6037207103,"Central LA, Los Angeles, CA",0
6037213201,"Central LA, Los Angeles, CA",0
6037700502,"Central LA, West Hollywood, CA",0
6037265201,"Westwood, Los Angeles, CA",0
6037183300,"Northeast Los Angeles, Los Angeles, CA",0
6037267800,"West Los Angeles, Los Angeles, CA",0
6037141500,"Encino, Los Angeles, CA",0
6037480704,"South Pasadena, CA",0
6037209810,"Central LA, Los Angeles, CA",0
6037276603,"Playa del Rey, Los Angeles, CA",0
6037701304,"North of Montana, Santa Monica, CA",0
6037221304,"Central LA, Los Angeles, CA",0
6037267902,"Rancho Park, Los Angeles, CA",0
6037267600,"Sawtelle, Los Angeles, CA",0
6037143500,"Studio City, Los Angeles, CA",0
6037463602,"Pasadena, CA",0
6037262301,"Los Angeles, CA",0
6037191902,"Central LA, Los Angeles, CA",0
6037265410,"Los Angeles, CA",0
6037143603,"North Hollywood, Los Angeles, CA",0
6037189202,"Central LA, Los Angeles, CA",0
6037199120,"Montecito Heights, Los Angeles, CA",0
6037213310,"Central LA, Los Angeles, CA",0
6037214901,"Beverly Grove, West Hollywood, CA",0
6037188201,"Central LA, Los Angeles, CA",0
6037211410,"Central LA, Los Angeles, CA",0
6037191820,"Central LA, Los Angeles, CA",0
6037139802,"Tarzana, Los Angeles, CA",0
6037701702,"Downtown, Santa Monica, CA",0
6037533502,"Huntington Park, CA",0
6037265601,"Westwood, Los Angeles, CA",0
6037125402,"North Hollywood, Los Angeles, CA",0
6037214000,"Central LA, Los Angeles, CA",0
6037275400,"Los Angeles, CA",0
6037195201,"Central LA, Los Angeles, CA",0
6037600304,"South Los Angeles, Los Angeles, CA",0
6037265100,"Westwood, Los Angeles, CA",0
6037190401,"Central LA, Los Angeles, CA",0
6037211201,"Central LA, Los Angeles, CA",0
6037532603,"Huntington Park, CA",0
6037125502,"North Hollywood, Los Angeles, CA",0
6037212303,"Central LA, Los Angeles, CA",0
6037701000,"Beverly Hills, CA",0
6037267200,"West Los Angeles, Los Angeles, CA",0
6037463800,"Northeast Los Angeles, Pasadena, CA",0
6037186202,"Northeast Los Angeles, Los Angeles, CA",0
6037530204,"South Montebello, Montebello, CA",0
6037271600,"Mar Vista, Los Angeles, CA",0
6037272201,"Mar Vista, Los Angeles, CA",0
6037190801,"Central LA, Los Angeles, CA",0
6037212304,"Central LA, Los Angeles, CA",0
6037210010,"Central LA, Los Angeles, CA",0
6037271200,"Sawtelle, Los Angeles, CA",0
6037701601,"Northeast, Santa Monica, CA",0
6037464100,"San Marino, CA",0
6037194101,"Central LA, Los Angeles, CA",0
6037302103,"Citrus Grove, Glendale, CA",0
6037980030,"El Segundo, CA",
6037265301,"Westwood, Los Angeles, CA",
6037980013,"El Segundo, CA",
6037207400,"Central LA, Los Angeles, CA",
6037980010,"Echo Park, Los Angeles, CA",
6037551600,"Downey, CA",
6037206020,"Central LA, Los Angeles, CA",
6037980028,"Los Angeles, CA",
6037265304,"Westwood, Los Angeles, CA",
6037222700,"South Los Angeles, Los Angeles, CA",
6037980024,"Encino, Los Angeles, CA",
6037320000,"North Hollywood, Universal City, CA",
6037980009,"Los Angeles, CA",