"tract","Name","Household_Income_rP_gF_pall"
6037212305,"Central LA, Los Angeles, CA",38035
6037211910,"Central LA, Los Angeles, CA",38002
6037531102,"Los Angeles, CA",37998
6037533501,"Huntington Park, CA",37989
6037185202,"Mount Washington, Los Angeles, CA",37964
6037551101,"Downey, CA",37944
6037211922,"Central LA, Los Angeles, CA",37939
6037533702,"Maywood, CA",37925
6037533001,"South Los Angeles, Los Angeles, CA",37912
6037302506,"Adams Hill, Glendale, CA",37858
6037191204,"Central LA, Los Angeles, CA",37855
6037213402,"Central LA, Los Angeles, CA",37837
6037221900,"South Los Angeles, Los Angeles, CA",37823
6037602106,"Hawthorne, CA",37811
6037212620,"Central LA, Los Angeles, CA",37767
6037201504,"Northeast Los Angeles, Los Angeles, CA",37761
6037192520,"Central LA, Los Angeles, CA",37752
6037271200,"Sawtelle, Los Angeles, CA",37743
6037533901,"South Montebello, Bell Gardens, CA",37705
6037183220,"Northeast Los Angeles, Los Angeles, CA",37670
6037192700,"Central LA, Los Angeles, CA",37661
6037269905,"Palms, Los Angeles, CA",37638
6037535607,"South Gate, CA",37607
6037218120,"Central LA, Los Angeles, CA",37601
6037208620,"Central LA, Los Angeles, CA",37579
6037534406,"Cudahy, CA",37578
6037269700,"Beverlywood, Los Angeles, CA",37575
6037533805,"Bell, CA",37545
6037533203,"Huntington Park, CA",37539
6037277200,"Westchester, Los Angeles, CA",37529
6037213201,"Central LA, Los Angeles, CA",37492
6037540300,"Lynwood, CA",37458
6037207301,"Central LA, Los Angeles, CA",37388
6037183221,"Northeast Los Angeles, Los Angeles, CA",37379
6037211320,"Central LA, Los Angeles, CA",37333
6037540101,"Lynwood, CA",37266
6037532304,"South Montebello, Commerce, CA",37213
6037183820,"Northeast Los Angeles, Los Angeles, CA",37196
6037530101,"South Montebello, Montebello, CA",37168
6037192610,"Central LA, Los Angeles, CA",37132
6037191301,"East Hollywood, Los Angeles, CA",37130
6037553702,"Paramount, CA",37120
6037602509,"Hawthorne, CA",37116
6037533401,"Maywood, CA",37092
6037530204,"South Montebello, Montebello, CA",37085
6037702803,"Los Angeles, CA",37037
6037531701,"South Montebello, East Los Angeles, CA",37013
6037204300,"Boyle Heights, Los Angeles, CA",36988
6037703200,"View Park, View Park-Windsor Hills, CA",36973
6037204110,"Boyle Heights, Los Angeles, CA",36971
6037231720,"South Figueroa Corridor, Los Angeles, CA",36959
6037199000,"Northeast Los Angeles, Los Angeles, CA",36944
6037532102,"South Montebello, Montebello, CA",36917
6037530700,"Los Angeles, CA",36909
6037535803,"South Gate, CA",36849
6037213320,"Central LA, Los Angeles, CA",36844
6037703001,"Fox Hills, Culver City, CA",36842
6037209402,"Central LA, Los Angeles, CA",36800
6037536104,"South Gate, CA",36792
6037532101,"South Montebello, Montebello, CA",36769
6037601401,"Inglewood, CA",36768
6037530203,"South Montebello, Montebello, CA",36751
6037273700,"Venice, Los Angeles, CA",36743
6037221220,"Central LA, Los Angeles, CA",36741
6037201120,"Northeast Los Angeles, Los Angeles, CA",36659
6037234000,"Leimert Park, Los Angeles, CA",36629
6037206050,"Central LA, Los Angeles, CA",36627
6037191610,"Central LA, Los Angeles, CA",36588
6037533105,"Huntington Park, CA",36553
6037535804,"South Gate, CA",36532
6037535604,"South Gate, CA",36529
6037533703,"Maywood, CA",36483
6037190100,"Central LA, Los Angeles, CA",36479
6037204700,"Boyle Heights, Los Angeles, CA",36459
6037500600,"El Rancho, Pico Rivera, CA",36453
6037531702,"South Montebello, East Los Angeles, CA",36450
6037211201,"Central LA, Los Angeles, CA",36396
6037204600,"Boyle Heights, Los Angeles, CA",36394
6037530802,"Los Angeles, CA",36391
6037601502,"Inglewood, CA",36375
6037291130,"Harbor, Gardena, CA",36367
6037600703,"Morningside Park, Inglewood, CA",36338
6037191110,"Central LA, Los Angeles, CA",36303
6037535502,"South Gate, CA",36280
6037601600,"Inglewood, CA",36268
6037530602,"Los Angeles, CA",36262
6037533603,"Bell, CA",36202
6037203800,"Boyle Heights, Los Angeles, CA",36159
6037195400,"Silver Lake, Los Angeles, CA",36137
6037531502,"East Los Angeles, CA",36116
6037602103,"Hawthorne, CA",36066
6037204820,"Boyle Heights, Los Angeles, CA",36046
6037531800,"South Montebello, East Los Angeles, CA",36037
6037203710,"Boyle Heights, Los Angeles, CA",36013
6037191302,"Central LA, Los Angeles, CA",36010
6037209510,"Central LA, Los Angeles, CA",36006
6037531101,"Los Angeles, CA",35995
6037540102,"Lynwood, CA",35977
6037125401,"North Hollywood, Los Angeles, CA",35976
6037191810,"Central LA, Los Angeles, CA",35974
6037533107,"Huntington Park, CA",35949
6037531301,"Los Angeles, CA",35924
6037533402,"Maywood, CA",35885
6037541001,"Gardena, CA",35861
6037199900,"Montecito Heights, Los Angeles, CA",35841
6037272302,"Mar Vista, Los Angeles, CA",35824
6037186401,"Northeast Los Angeles, Los Angeles, CA",35810
6037532001,"South Montebello, Montebello, CA",35808
6037531504,"East Los Angeles, CA",35806
6037600912,"Inglewood, CA",35791
6037183810,"Northeast Los Angeles, Los Angeles, CA",35787
6037204810,"Boyle Heights, Los Angeles, CA",35763
6037533701,"Maywood, CA",35756
6037216700,"Central LA, Los Angeles, CA",35732
6037203200,"Boyle Heights, Los Angeles, CA",35695
6037534102,"South Montebello, Bell Gardens, CA",35662
6037302505,"Adams Hill, Glendale, CA",35610
6037212203,"Central LA, Los Angeles, CA",35581
6037216900,"Central LA, Los Angeles, CA",35547
6037534002,"South Montebello, Bell Gardens, CA",35529
6037600501,"Inglewood, CA",35521
6037533601,"Bell, CA",35517
6037532302,"South Montebello, Los Angeles, CA",35513
6037534804,"Huntington Park, CA",35508
6037530400,"Monterey Park, CA",35508
6037534203,"South Montebello, Bell Gardens, CA",35507
6037219901,"Los Angeles, CA",35507
6037533902,"South Montebello, Bell Gardens, CA",35490
6037534403,"Cudahy, CA",35488
6037534001,"South Montebello, Bell Gardens, CA",35484
6037540203,"Lynwood, CA",35465
6037533806,"Bell, CA",35442
6037532400,"Vernon, CA",35436
6037601501,"Inglewood, CA",35409
6037208000,"Central LA, Los Angeles, CA",35388
6037533202,"Huntington Park, CA",35383
6037276100,"Los Angeles, CA",35258
6037221303,"Central LA, Los Angeles, CA",35245
6037602802,"South Los Angeles, Los Angeles, CA",35243
6037600911,"Inglewood, CA",35238
6037534803,"Huntington Park, CA",35216
6037190802,"Central LA, Los Angeles, CA",35215
6037221110,"Central LA, Los Angeles, CA",35208
6037535300,"South Los Angeles, Los Angeles, CA",35189
6037551300,"Downey, CA",35168
6037228410,"South Los Angeles, Los Angeles, CA",35164
6037602104,"Hawthorne, CA",35162
6037218220,"Central LA, Los Angeles, CA",35155
6037531602,"South Montebello, East Los Angeles, CA",35155
6037226002,"Central LA, Los Angeles, CA",35128
6037206200,"Central LA, Los Angeles, CA",35080
6037191410,"Central LA, Los Angeles, CA",35075
6037236400,"Baldwin Hills, Los Angeles, CA",35065
6037218701,"Central LA, Los Angeles, CA",35042
6037211122,"Central LA, Los Angeles, CA",35013
6037221601,"Jefferson, Los Angeles, CA",34992
6037553503,"Paramount, CA",34938
6037224420,"South Los Angeles, Los Angeles, CA",34935
6037217200,"Central LA, Los Angeles, CA",34911
6037195710,"Los Angeles, CA",34907
6037190202,"Central LA, Los Angeles, CA",34899
6037602002,"Hawthorne, CA",34786
6037534202,"South Montebello, Bell Gardens, CA",34744
6037530601,"Los Angeles, CA",34740
6037186301,"Atwater Village, Los Angeles, CA",34723
6037535501,"South Gate, CA",34709
6037532700,"South Los Angeles, Los Angeles, CA",34706
6037239601,"South Los Angeles, Los Angeles, CA",34671
6037269602,"Central LA, Los Angeles, CA",34621
6037536000,"South Gate, CA",34610
6037226420,"South Los Angeles, Los Angeles, CA",34523
6037602004,"Inglewood, CA",34492
6037204920,"Boyle Heights, Los Angeles, CA",34490
6037270100,"Palms, Los Angeles, CA",34475
6037218800,"Central LA, Los Angeles, CA",34464
6037203900,"Boyle Heights, Los Angeles, CA",34445
6037533104,"Huntington Park, CA",34425
6037535606,"South Gate, CA",34419
6037600502,"Inglewood, CA",34389
6037195901,"Silver Lake, Los Angeles, CA",34336
6037203600,"Boyle Heights, Los Angeles, CA",34332
6037541802,"Lynwood, CA",34328
6037269601,"Central LA, Los Angeles, CA",34316
6037533602,"Bell, CA",34310
6037185203,"Northeast Los Angeles, Los Angeles, CA",34298
6037534900,"South Los Angeles, Los Angeles, CA",34241
6037210010,"Central LA, Los Angeles, CA",34237
6037601802,"Inglewood, CA",34218
6037212410,"Central LA, Los Angeles, CA",34205
6037553602,"Paramount, CA",34193
6037221500,"South Los Angeles, Los Angeles, CA",34181
6037531000,"Los Angeles, CA",34165
6037530902,"Los Angeles, CA",34151
6037535603,"South Gate, CA",34143
6037208402,"Central LA, Los Angeles, CA",34138
6037199700,"Central LA, Los Angeles, CA",34132
6037229410,"South Los Angeles, Los Angeles, CA",34090
6037222500,"South Los Angeles, Los Angeles, CA",34077
6037212900,"Central LA, Los Angeles, CA",34047
6037533803,"Bell, CA",34032
6037218110,"Central LA, Los Angeles, CA",33997
6037221602,"Central LA, Los Angeles, CA",33983
6037231800,"South Figueroa Corridor, Los Angeles, CA",33959
6037535002,"South Los Angeles, Los Angeles, CA",33948
6037185310,"Northeast Los Angeles, Los Angeles, CA",33937
6037531201,"Los Angeles, CA",33936
6037530901,"Los Angeles, CA",33932
6037533300,"Maywood, CA",33909
6037530500,"East Los Angeles, CA",33860
6037183701,"Highland Park, Los Angeles, CA",33813
6037551102,"Downey, CA",33805
6037602105,"Hawthorne, CA",33776
6037534405,"Cudahy, CA",33774
6037218702,"Jefferson, Los Angeles, CA",33768
6037191000,"Central LA, Los Angeles, CA",33736
6037602003,"Inglewood, CA",33717
6037213310,"Central LA, Los Angeles, CA",33713
6037272202,"Mar Vista, Los Angeles, CA",33704
6037532605,"Huntington Park, CA",33691
6037534201,"South Montebello, Bell Gardens, CA",33688
6037222200,"South Los Angeles, Los Angeles, CA",33625
6037239502,"South Los Angeles, Los Angeles, CA",33623
6037269904,"Palms, Los Angeles, CA",33601
6037204120,"Central LA, Los Angeles, CA",33597
6037221120,"Central LA, Los Angeles, CA",33589
6037235100,"Park Mesa Heights, Los Angeles, CA",33589
6037531604,"East Los Angeles, CA",33535
6037224320,"Central LA, Los Angeles, CA",33531
6037540000,"Lynwood, CA",33512
6037239501,"South Los Angeles, Los Angeles, CA",33496
6037462301,"Pasadena, CA",33495
6037532200,"South Montebello, Montebello, CA",33493
6037540202,"Lynwood, CA",33492
6037227020,"South Los Angeles, Los Angeles, CA",33472
6037218300,"Central LA, Los Angeles, CA",33438
6037191420,"Central LA, Los Angeles, CA",33410
6037535102,"South Los Angeles, Los Angeles, CA",33394
6037218400,"Central LA, Los Angeles, CA",33367
6037220100,"South Los Angeles, Los Angeles, CA",33356
6037603801,"Lawndale, CA",33348
6037209300,"Central LA, Los Angeles, CA",33327
6037534404,"Cudahy, CA",33283
6037703100,"View Park, View Park-Windsor Hills, CA",33271
6037533103,"Huntington Park, CA",33177
6037500500,"El Rancho, Pico Rivera, CA",33166
6037541801,"Lynwood, CA",33163
6037219902,"Los Angeles, CA",33150
6037236000,"Baldwin Hills, Los Angeles, CA",33127
6037212303,"Central LA, Los Angeles, CA",33113
6037530801,"Los Angeles, CA",33087
6037206031,"Arts District, Los Angeles, CA",33043
6037190901,"Central LA, Los Angeles, CA",33040
6037602700,"Hawthorne, CA",33028
6037203720,"Boyle Heights, Los Angeles, CA",33020
6037601212,"Inglewood, CA",33016
6037228420,"South Los Angeles, Los Angeles, CA",33001
6037541700,"Lynwood, CA",32945
6037275200,"Los Angeles, CA",32926
6037213202,"Central LA, Los Angeles, CA",32922
6037211202,"Central LA, Los Angeles, CA",32886
6037183520,"Northeast Los Angeles, Los Angeles, CA",32884
6037238400,"South Los Angeles, Los Angeles, CA",32868
6037540201,"South Gate, CA",32861
6037212501,"Central LA, Los Angeles, CA",32815
6037228320,"South Los Angeles, Los Angeles, CA",32814
6037191710,"Central LA, Los Angeles, CA",32804
6037602900,"Gardena, CA",32784
6037212202,"Central LA, Los Angeles, CA",32770
6037600801,"Morningside Park, Inglewood, CA",32768
6037603005,"Gardena, CA",32743
6037531901,"South Montebello, East Los Angeles, CA",32692
6037531503,"East Los Angeles, CA",32644
6037270300,"Central LA, Los Angeles, CA",32636
6037231600,"South Los Angeles, Los Angeles, CA",32605
6037601001,"Inglewood, CA",32599
6037221402,"Central LA, Los Angeles, CA",32593
6037534302,"Cudahy, CA",32565
6037531302,"Los Angeles, CA",32559
6037237102,"South Figueroa Corridor, Los Angeles, CA",32552
6037462302,"Pasadena, CA",32515
6037209102,"Central LA, Los Angeles, CA",32452
6037205120,"Central LA, Los Angeles, CA",32452
6037461600,"North Central, Pasadena, CA",32376
6037601002,"Inglewood, CA",32335
6037602504,"Hawthorne, CA",32327
6037204410,"Central LA, Los Angeles, CA",32327
6037534101,"South Montebello, Bell Gardens, CA",32296
6037277400,"Los Angeles, CA",32284
6037234600,"Park Mesa Heights, Los Angeles, CA",32283
6037228600,"South Los Angeles, Los Angeles, CA",32279
6037535503,"South Gate, CA",32243
6037229200,"South Los Angeles, Los Angeles, CA",32211
6037553502,"Paramount, CA",32207
6037532604,"Huntington Park, CA",32160
6037602403,"Hawthorne, CA",32144
6037185320,"Northeast Los Angeles, Los Angeles, CA",32116
6037217100,"Central LA, Los Angeles, CA",32113
6037195720,"Echo Park, Los Angeles, CA",32085
6037204200,"Boyle Heights, Los Angeles, CA",32074
6037231500,"Leimert Park, Los Angeles, CA",32068
6037203100,"Northeast Los Angeles, Los Angeles, CA",32052
6037208502,"Central LA, Los Angeles, CA",32038
6037237202,"South Los Angeles, Los Angeles, CA",32033
6037218600,"Central LA, Los Angeles, CA",32020
6037535101,"South Los Angeles, Los Angeles, CA",31992
6037601100,"Inglewood, CA",31961
6037226410,"South Los Angeles, Los Angeles, CA",31946
6037218500,"Central LA, Los Angeles, CA",31934
6037229420,"South Los Angeles, Los Angeles, CA",31927
6037535001,"South Los Angeles, Los Angeles, CA",31861
6037602508,"Hawthorne, CA",31840
6037540502,"Lynwood, CA",31837
6037203300,"Northeast Los Angeles, Los Angeles, CA",31819
6037208302,"Central LA, Los Angeles, CA",31804
6037208401,"Central LA, Los Angeles, CA",31789
6037211310,"Central LA, Los Angeles, CA",31768
6037531202,"Los Angeles, CA",31736
6037208801,"Central LA, Los Angeles, CA",31694
6037600704,"Morningside Park, Inglewood, CA",31684
6037226700,"South Los Angeles, Los Angeles, CA",31666
6037212502,"Central LA, Los Angeles, CA",31663
6037219800,"Los Angeles, CA",31657
6037227010,"South Los Angeles, Los Angeles, CA",31645
6037231210,"South Los Angeles, Los Angeles, CA",31641
6037534301,"Cudahy, CA",31589
6037603704,"Hawthorne, CA",31583
6037540400,"South Los Angeles, Los Angeles, CA",31579
6037462100,"North Central, Pasadena, CA",31559
6037601801,"Inglewood, CA",31532
6037273200,"Venice, Los Angeles, CA",31524
6037222100,"South Los Angeles, Los Angeles, CA",31486
6037205110,"Boyle Heights, Los Angeles, CA",31486
6037191120,"Central LA, Los Angeles, CA",31486
6037533002,"South Los Angeles, Los Angeles, CA",31463
6037232400,"South Los Angeles, Los Angeles, CA",31445
6037229100,"Central Alameda, Los Angeles, CA",31432
6037602801,"South Los Angeles, Los Angeles, CA",31431
6037239320,"South Los Angeles, Los Angeles, CA",31426
6037602600,"Gardena, CA",31396
6037219010,"South Los Angeles, Los Angeles, CA",31360
6037234200,"Leimert Park, Los Angeles, CA",31341
6037204910,"Boyle Heights, Los Angeles, CA",31340
6037228310,"South Los Angeles, Los Angeles, CA",31340
6037222002,"South Los Angeles, Los Angeles, CA",31338
6037701802,"Pico, Santa Monica, CA",31296
6037221401,"Jefferson, Los Angeles, CA",31201
6037190700,"Central LA, Los Angeles, CA",31194
6037542700,"Compton, CA",31192
6037228100,"South Los Angeles, Los Angeles, CA",31177
6037241300,"Harbor Gateway North, Los Angeles, CA",31166
6037222001,"Jefferson, Los Angeles, CA",31136
6037220000,"Jefferson, Los Angeles, CA",31084
6037553601,"Paramount, CA",31048
6037601900,"Inglewood, CA",31032
6037232300,"South Los Angeles, Los Angeles, CA",31026
6037231900,"South Figueroa Corridor, Los Angeles, CA",31018
6037239201,"South Los Angeles, Los Angeles, CA",30999
6037239310,"South Los Angeles, Los Angeles, CA",30962
6037239330,"South Los Angeles, Los Angeles, CA",30944
6037232600,"South Los Angeles, Los Angeles, CA",30928
6037207710,"Central LA, Los Angeles, CA",30928
6037237600,"South Figueroa Corridor, Los Angeles, CA",30859
6037206032,"Central LA, Los Angeles, CA",30837
6037240200,"South Los Angeles, Los Angeles, CA",30811
6037221302,"Central LA, Los Angeles, CA",30731
6037212204,"Central LA, Los Angeles, CA",30722
6037239602,"South Los Angeles, Los Angeles, CA",30712
6037221710,"Jefferson, Los Angeles, CA",30611
6037533201,"Huntington Park, CA",30586
6037221810,"South Los Angeles, Los Angeles, CA",30583
6037207502,"Downtown, Los Angeles, CA",30580
6037542104,"East Compton, CA",30552
6037219020,"South Los Angeles, Los Angeles, CA",30535
6037532900,"South Los Angeles, Los Angeles, CA",30525
6037462001,"North Central, Pasadena, CA",30463
6037700502,"Central LA, West Hollywood, CA",30442
6037541400,"South Los Angeles, Compton, CA",30338
6037240300,"South Los Angeles, Los Angeles, CA",30332
6037541500,"South Los Angeles, Compton, CA",30310
6037237401,"South Los Angeles, Los Angeles, CA",30296
6037237101,"South Figueroa Corridor, Los Angeles, CA",30292
6037242200,"South Los Angeles, Los Angeles, CA",30256
6037542602,"Compton, CA",30211
6037224200,"Central LA, Los Angeles, CA",30194
6037212304,"Central LA, Los Angeles, CA",30160
6037532800,"South Los Angeles, Los Angeles, CA",30158
6037231300,"South Los Angeles, Los Angeles, CA",30157
6037209810,"Central LA, Los Angeles, CA",30137
6037243000,"South Los Angeles, Los Angeles, CA",30080
6037218210,"Central LA, Los Angeles, CA",30055
6037542000,"Compton, CA",30049
6037242700,"South Los Angeles, Los Angeles, CA",30040
6037224020,"South Los Angeles, Los Angeles, CA",30029
6037231400,"Leimert Park, Los Angeles, CA",30014
6037219300,"Jefferson, Los Angeles, CA",30008
6037541100,"Compton, CA",29994
6037535400,"South Los Angeles, Los Angeles, CA",29993
6037600902,"Inglewood, CA",29982
6037204420,"Boyle Heights, Los Angeles, CA",29953
6037222600,"South Los Angeles, Los Angeles, CA",29950
6037600601,"Inglewood, CA",29942
6037240402,"South Los Angeles, Los Angeles, CA",29916
6037237800,"South Los Angeles, Los Angeles, CA",29905
6037234800,"Park Mesa Heights, Los Angeles, CA",29868
6037461901,"Pasadena, CA",29861
6037231220,"South Figueroa Corridor, Los Angeles, CA",29858
6037237720,"South Figueroa Corridor, Los Angeles, CA",29853
6037532603,"Huntington Park, CA",29821
6037221304,"Central LA, Los Angeles, CA",29784
6037228500,"South Figueroa Corridor, Los Angeles, CA",29775
6037209820,"Central LA, Los Angeles, CA",29771
6037229300,"South Figueroa Corridor, Los Angeles, CA",29685
6037226001,"South Los Angeles, Los Angeles, CA",29628
6037541604,"Compton, CA",29587
6037273300,"Venice, Los Angeles, CA",29556
6037540800,"South Los Angeles, Los Angeles, CA",29554
6037240500,"South Los Angeles, Los Angeles, CA",29550
6037236100,"Baldwin Village, Los Angeles, CA",29526
6037232700,"South Figueroa Corridor, Los Angeles, CA",29523
6037208904,"Central LA, Los Angeles, CA",29518
6037242000,"South Los Angeles, Los Angeles, CA",29502
6037235201,"Park Mesa Heights, Los Angeles, CA",29502
6037240010,"South Los Angeles, Los Angeles, CA",29496
6037540902,"South Los Angeles, Los Angeles, CA",29495
6037209401,"Central LA, Los Angeles, CA",29492
6037239802,"South Los Angeles, Los Angeles, CA",29479
6037602505,"Hawthorne, CA",29382
6037602506,"Hawthorne, CA",29322
6037541300,"Compton, CA",29300
6037237710,"South Figueroa Corridor, Los Angeles, CA",29300
6037239702,"South Los Angeles, Los Angeles, CA",29300
6037228720,"South Los Angeles, Los Angeles, CA",29170
6037239801,"South Los Angeles, Los Angeles, CA",29160
6037232120,"South Los Angeles, Los Angeles, CA",29146
6037600400,"South Los Angeles, Los Angeles, CA",29124
6037191720,"Central LA, Los Angeles, CA",29113
6037232500,"South Los Angeles, Los Angeles, CA",29095
6037234502,"South Los Angeles, Los Angeles, CA",29042
6037224010,"Central LA, Los Angeles, CA",28993
6037208902,"Central LA, Los Angeles, CA",28983
6037219700,"Jefferson, Los Angeles, CA",28977
6037232800,"South Figueroa Corridor, Los Angeles, CA",28932
6037241120,"South Los Angeles, Los Angeles, CA",28927
6037462201,"Pasadena, CA",28917
6037228210,"South Los Angeles, Los Angeles, CA",28891
6037602507,"Hawthorne, CA",28874
6037600802,"Morningside Park, Inglewood, CA",28840
6037291110,"Harbor, Los Angeles, CA",28797
6037209104,"Central LA, Los Angeles, CA",28781
6037228900,"Central Alameda, Los Angeles, CA",28630
6037241201,"South Los Angeles, Los Angeles, CA",28563
6037601303,"Inglewood, CA",28535
6037239202,"South Los Angeles, Los Angeles, CA",28486
6037237402,"South Los Angeles, Los Angeles, CA",28479
6037241400,"Harbor, Los Angeles, CA",28474
6037207302,"Central LA, Los Angeles, CA",28456
6037209403,"Central LA, Los Angeles, CA",28452
6037535200,"South Los Angeles, Los Angeles, CA",28434
6037242300,"South Los Angeles, Los Angeles, CA",28430
6037224310,"Central LA, Los Angeles, CA",28393
6037600201,"South Los Angeles, Los Angeles, CA",28311
6037237500,"South Figueroa Corridor, Los Angeles, CA",28286
6037601302,"Inglewood, CA",28272
6037234300,"Leimert Park, Los Angeles, CA",28156
6037218900,"Jefferson, Los Angeles, CA",28135
6037239701,"South Los Angeles, Los Angeles, CA",28127
6037291120,"Harbor, Gardena, CA",28027
6037228800,"Central Alameda, Los Angeles, CA",28014
6037600702,"Morningside Park, Inglewood, CA",27990
6037237900,"South Los Angeles, Los Angeles, CA",27956
6037542800,"Compton, CA",27926
6037542601,"Compton, CA",27910
6037542103,"Compton, CA",27902
6037228220,"South Los Angeles, Los Angeles, CA",27858
6037600602,"Inglewood, CA",27844
6037240020,"South Los Angeles, Los Angeles, CA",27842
6037231100,"South Los Angeles, Los Angeles, CA",27840
6037231710,"South Figueroa Corridor, Los Angeles, CA",27833
6037540901,"South Los Angeles, Los Angeles, CA",27815
6037228710,"Central Alameda, Los Angeles, CA",27809
6037238100,"South Los Angeles, Los Angeles, CA",27797
6037600304,"South Los Angeles, Los Angeles, CA",27731
6037238310,"South Figueroa Corridor, Los Angeles, CA",27720
6037236203,"Crenshaw, Los Angeles, CA",27694
6037235202,"Park Mesa Heights, Los Angeles, CA",27693
6037240900,"South Los Angeles, Los Angeles, CA",27687
6037601211,"Inglewood, CA",27671
6037209103,"Central LA, Los Angeles, CA",27640
6037234902,"Park Mesa Heights, Los Angeles, CA",27566
6037541606,"Compton, CA",27507
6037208903,"Central LA, Los Angeles, CA",27365
6037208720,"Central LA, Los Angeles, CA",27361
6037241202,"South Los Angeles, Los Angeles, CA",27355
6037232110,"South Figueroa Corridor, Los Angeles, CA",27347
6037234501,"South Los Angeles, Los Angeles, CA",27339
6037240700,"South Los Angeles, Los Angeles, CA",27334
6037462002,"North Central, Pasadena, CA",27172
6037541200,"Compton, CA",27141
6037237300,"South Los Angeles, Los Angeles, CA",26992
6037240401,"South Los Angeles, Los Angeles, CA",26849
6037209200,"Central LA, Los Angeles, CA",26845
6037540700,"South Los Angeles, Los Angeles, CA",26836
6037242600,"South Los Angeles, Los Angeles, CA",26814
6037241001,"South Los Angeles, Los Angeles, CA",26813
6037540600,"South Los Angeles, Los Angeles, CA",26802
6037240600,"South Los Angeles, Los Angeles, CA",26746
6037701100,"West Los Angeles, Los Angeles, CA",26641
6037238320,"South Figueroa Corridor, Los Angeles, CA",26592
6037234700,"Park Mesa Heights, Los Angeles, CA",26447
6037243100,"South Los Angeles, Los Angeles, CA",26142
6037238200,"South Los Angeles, Los Angeles, CA",26056
6037600302,"South Los Angeles, Los Angeles, CA",26047
6037600303,"South Los Angeles, Los Angeles, CA",25899
6037241002,"South Los Angeles, Los Angeles, CA",25870
6037600100,"South Los Angeles, Los Angeles, CA",25849
6037541605,"Compton, CA",25777
6037238000,"South Los Angeles, Los Angeles, CA",25776
6037600202,"South Los Angeles, Los Angeles, CA",25776
6037236202,"Baldwin Village, Los Angeles, CA",25738
6037241110,"South Los Angeles, Los Angeles, CA",25536
6037224600,"South Figueroa Corridor, Los Angeles, CA",25519
6037541603,"Compton, CA",25421
6037237201,"South Los Angeles, Los Angeles, CA",25349
6037232200,"South Los Angeles, Los Angeles, CA",25135
6037240800,"South Los Angeles, Los Angeles, CA",24563
6037273502,"Venice, Los Angeles, CA",24073
6037236204,"Baldwin Village, Los Angeles, CA",22509
6037242100,"South Los Angeles, Los Angeles, CA",20503
6037234901,"Park Mesa Heights, Los Angeles, CA",20450
6037206300,"Central LA, Los Angeles, CA",14068
6037980030,"El Segundo, CA",
6037265301,"Westwood, Los Angeles, CA",
6037980013,"El Segundo, CA",
6037207400,"Central LA, Los Angeles, CA",
6037980010,"Echo Park, Los Angeles, CA",
6037551600,"Downey, CA",
6037206020,"Central LA, Los Angeles, CA",
6037980028,"Los Angeles, CA",
6037265304,"Westwood, Los Angeles, CA",
6037222700,"South Los Angeles, Los Angeles, CA",
6037980019,"Pacific Palisades, Los Angeles, CA",
6037320000,"North Hollywood, Universal City, CA",
6037980009,"Los Angeles, CA",